"Project.Name","User.Email","Plate.Name","Well","NCBITaxId","Sample.Name","Concentration.ng.ul.","Volume.ul.","Experimental.Condition","Tissue.Type","Within.plate.num","rowname","plate.order","rep","done_box_number","Extraction_day_1_date","Tube_number","QC_pass","initial.conc","dilution.H2O","dilution.sample"
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C02","4577","19A0231",220,"20","Experimental","Kernel",11,"11",11,"1",2,2020-06-22,11,TRUE,1103.111,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D02","4577","19A0262",203,"20","Experimental","Kernel",12,"12",12,"1",2,2020-06-21,9,TRUE,508.988,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E02","4577","19A0192",220,"20","Experimental","Kernel",13,"13",13,"1",3,2020-06-29,2,TRUE,489.528,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F02","4577","19A0024",210,"20","Experimental","Kernel",14,"14",14,"1",2,2020-06-22,8,TRUE,600.013,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G02","4577","19A0382",219,"20","Experimental","Kernel",15,"15",15,"2",6,2020-07-19,13,TRUE,878.709,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H02","4577","19A0359",245,"20","Experimental","Kernel",16,"16",16,"1",6,2020-07-09,14,TRUE,983.719,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A03","4577","19A0301",204,"20","Experimental","Kernel",17,"17",17,"1",3,2020-06-29,19,TRUE,453.371,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B03","4577","19A0355",239,"20","Experimental","Kernel",18,"18",18,"1",2,2020-06-18,11,TRUE,959.951,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C03","4577","19A0146",228,"20","Experimental","Kernel",19,"19",19,"1",4,2020-07-02,3,TRUE,1144.405,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D03","4577","19A0078",216,"20","Experimental","Kernel",20,"20",20,"1",3,2020-06-29,11,TRUE,433.367,10,10
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E03","4577","19A0364",214,"20","Experimental","Kernel",21,"21",21,"1",3,2020-06-24,2,TRUE,330.289,7,13
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F03","4577","19A0213",224,"20","Experimental","Kernel",22,"22",22,"1",5,2020-07-06,11,TRUE,897.537,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G03","4577","19A0327",230,"20","Experimental","Kernel",23,"23",23,"1",3,2020-06-28,3,TRUE,658.519,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H03","4577","19A0280",221,"20","Experimental","Kernel",24,"24",24,"1",5,2020-07-06,2,TRUE,738.398,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A04","4577","19A0039",209,"20","Experimental","Kernel",25,"25",25,"1",3,2020-06-28,15,TRUE,838.386,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B04","1","Neg_Control",0,"20","Neg_Control",NA,26,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C04","1","BLANK",0,"0","Neg_Control",NA,27,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D04","4577","19A0334",238,"20","Experimental","Kernel",28,"28",26,"1",2,2020-06-22,21,TRUE,1191.795,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E04","4577","19A0222",205,"20","Experimental","Kernel",29,"29",27,"1",2,2020-06-21,8,TRUE,683.437,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F04","4577","19A0122",215,"20","Experimental","Kernel",30,"30",28,"1",2,2020-06-21,10,TRUE,1439.722,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G04","4577","19A0422",208,"20","Experimental","Kernel",31,"31",29,"2",6,2020-07-19,10,TRUE,594.622,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H04","4577","19A0331",262,"20","Experimental","Kernel",32,"32",30,"1",3,2020-06-24,19,TRUE,1313.442,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A05","4577","19A0265",215,"20","Experimental","Kernel",33,"33",31,"1",3,2020-06-24,12,TRUE,539.291,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B05","4577","19A0112",230,"20","Experimental","Kernel",34,"34",32,"1",4,2020-07-01,19,TRUE,769.632,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C05","4577","19A0224",221,"20","Experimental","Kernel",35,"35",33,"1",4,2020-07-01,10,TRUE,884.302,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D05","4577","Pos_Control",200,"20","Pos_Control","Kernel",36,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E05","4577","19A0110",218,"20","Experimental","Kernel",37,"37",34,"2",6,2020-07-16,18,TRUE,624.157,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F05","4577","19A0207",226,"20","Experimental","Kernel",38,"38",35,"1",4,2020-06-30,12,TRUE,565.28,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G05","4577","19A0010",204,"20","Experimental","Kernel",39,"39",36,"2",6,2020-07-16,22,TRUE,512.387,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H05","4577","19A0450",230,"20","Experimental","Kernel",40,"40",37,"1",5,2020-07-07,16,TRUE,923.111,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A06","4577","19A0008",229,"20","Experimental","Kernel",41,"41",38,"1",2,2020-06-18,21,TRUE,919.919,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B06","4577","19A0356",223,"20","Experimental","Kernel",42,"42",39,"1",2,2020-06-21,1,TRUE,892.236,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C06","4577","19A0406",237,"20","Experimental","Kernel",43,"43",40,"1",2,2020-06-18,10,TRUE,1581.9,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D06","4577","19A0243",217,"20","Experimental","Kernel",44,"44",41,"1",4,2020-07-02,21,TRUE,484.089,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E06","4577","19A0425",217,"20","Experimental","Kernel",45,"45",42,"2",6,2020-07-16,17,TRUE,483.851,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F06","4577","19A0448",208,"20","Experimental","Kernel",46,"46",43,"1",3,2020-06-29,13,TRUE,833.611,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G06","4577","19A0289",212,"20","Experimental","Kernel",47,"47",44,"1",4,2020-07-01,24,TRUE,708.697,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H06","4577","19A0236",230,"20","Experimental","Kernel",48,"48",45,"1",4,2020-07-01,17,TRUE,921.776,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A07","4577","19A0050",215,"20","Experimental","Kernel",49,"49",46,"1",2,2020-06-21,23,TRUE,862.415,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B07","4577","19A0219",216,"20","Experimental","Kernel",50,"50",47,"1",3,2020-06-29,3,TRUE,540.776,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C07","4577","19A0115",262,"20","Experimental","Kernel",51,"51",48,"1",2,2020-06-21,3,TRUE,1313.514,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D07","4577","19A0343",215,"20","Experimental","Kernel",52,"52",49,"1",2,2020-06-21,5,TRUE,331.684,7,13
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E07","4577","19A0384",217,"20","Experimental","Kernel",53,"53",50,"1",4,2020-07-05,6,TRUE,724.237,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F07","4577","Pos_Control",200,"20","Pos_Control","Kernel",54,"54",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G07","4577","19A0171",255,"20","Experimental","Kernel",55,"55",51,"1",5,2020-07-07,4,TRUE,1276.64,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H07","4577","19A0259",202,"20","Experimental","Kernel",56,"56",52,"1",2,2020-06-21,6,TRUE,451.067,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A08","4577","19A0261",210,"20","Experimental","Kernel",57,"57",53,"1",4,2020-06-30,20,TRUE,703.267,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B08","4577","19A0032",209,"20","Experimental","Kernel",58,"58",54,"1",2,2020-06-18,24,TRUE,349.252,8,12
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C08","4577","19A0232",204,"20","Experimental","Kernel",59,"59",55,"1",6,2020-07-09,18,TRUE,818.592,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D08","4577","19A0246",220,"20","Experimental","Kernel",60,"60",56,"2",7,2020-07-20,8,TRUE,440.759,10,10
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E08","4577","19A0458",231,"20","Experimental","Kernel",61,"61",57,"1",4,2020-06-30,6,TRUE,660.044,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F08","4577","19A0294",207,"20","Experimental","Kernel",62,"62",58,"1",4,2020-06-30,22,TRUE,1037.865,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G08","4577","19A0462",255,"20","Experimental","Kernel",63,"63",59,"1",2,2020-06-18,22,TRUE,1277.068,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H08","4577","19A0337",231,"20","Experimental","Kernel",64,"64",60,"1",5,2020-07-06,14,TRUE,660.605,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A09","4577","19A0194",215,"20","Experimental","Kernel",65,"65",61,"2",7,2020-07-20,22,TRUE,478.651,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B09","4577","19A0220",207,"20","Experimental","Kernel",66,"66",62,"2",6,2020-07-19,15,TRUE,296.227,6,14
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C09","4577","19A0449",219,"20","Experimental","Kernel",67,"67",63,"1",6,2020-07-16,8,TRUE,628.477,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D09","4577","19A0318",218,"20","Experimental","Kernel",68,"68",64,"1",3,2020-06-28,24,TRUE,728.428,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E09","4577","19A0440",212,"20","Experimental","Kernel",69,"69",65,"1",5,2020-07-07,17,TRUE,530.193,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F09","4577","19A0305",242,"20","Experimental","Kernel",70,"70",66,"1",6,2020-07-16,3,TRUE,971.817,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G09","4577","19A0035",212,"20","Experimental","Kernel",71,"71",67,"2",7,2020-07-20,7,TRUE,354.793,8,12
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H09","4577","19A0203",213,"20","Experimental","Kernel",72,"72",68,"1",3,2020-06-29,14,TRUE,712.104,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A10","4577","19A0400",240,"20","Experimental","Kernel",73,"73",69,"1",3,2020-06-28,21,TRUE,1203.077,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B10","4577","19A0179",203,"20","Experimental","Kernel",74,"74",70,"1",6,2020-07-16,4,TRUE,452.782,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C10","4577","19A0099",210,"20","Experimental","Kernel",75,"75",71,"1",2,2020-06-22,24,TRUE,1405.015,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D10","4577","19A0457",227,"20","Experimental","Kernel",76,"76",72,"2",7,2020-07-20,24,TRUE,759.609,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E10","4577","19A0398",217,"20","Experimental","Kernel",77,"77",73,"1",5,2020-07-07,14,TRUE,871.006,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F10","4577","19A0353",216,"20","Experimental","Kernel",78,"78",74,"1",1,2020-03-11,5,TRUE,1083.911,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G10","4577","19A0042",210,"20","Experimental","Kernel",79,"79",75,"2",6,2020-07-19,7,TRUE,262.731,4,16
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H10","4577","19A0134",260,"20","Experimental","Kernel",80,"80",76,"1",1,2020-03-15,6,TRUE,2605.585,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A11","4577","19A0041",228,"20","Experimental","Kernel",81,"81",77,"1",1,2020-03-15,16,TRUE,2283.192,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B11","4577","19A0326",206,"20","Experimental","Kernel",82,"82",78,"2",6,2020-07-19,17,TRUE,826.229,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C11","4577","19A0193",223,"20","Experimental","Kernel",83,"83",79,"1",2,2020-06-22,10,TRUE,1118.646,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D11","4577","19A0309",246,"20","Experimental","Kernel",84,"84",80,"1",1,2020-03-11,6,TRUE,2464.273,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E11","4577","19A0271",236,"20","Experimental","Kernel",85,"85",81,"2",7,2020-07-20,13,TRUE,789.493,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F11","4577","19A0172",211,"20","Experimental","Kernel",86,"86",82,"1",5,2020-07-07,19,TRUE,1058.131,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G11","4577","19A0419",237,"20","Experimental","Kernel",87,"87",83,"1",5,2020-07-08,11,TRUE,790.254,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H11","4577","19A0037",217,"20","Experimental","Kernel",88,"88",84,"1",6,2020-07-09,5,TRUE,1446.745,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","A12","4577","19A0225",234,"20","Experimental","Kernel",89,"89",85,"1",2,2020-06-21,15,TRUE,1560.334,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","B12","4577","19A0195",212,"20","Experimental","Kernel",90,"90",86,"1",3,2020-06-28,22,TRUE,532.351,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","C12","4577","19A0223",229,"20","Experimental","Kernel",91,"91",87,"1",5,2020-07-05,18,TRUE,764.519,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","D12","4577","19A0379",245,"20","Experimental","Kernel",92,"92",88,"1",4,2020-07-01,23,TRUE,980.468,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","E12","4577","19A0198",239,"20","Experimental","Kernel",93,"93",89,"2",6,2020-07-19,6,TRUE,798.431,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","F12","4577","19A0185",236,"20","Experimental","Kernel",94,"94",90,"1",5,2020-07-08,16,TRUE,787.655,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","G12","4577","19A0325",231,"20","Experimental","Kernel",95,"95",91,"1",5,2020-07-07,6,TRUE,660.656,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_01","H12","4577","19A0306",230,"20","Experimental","Kernel",96,"96",92,"1",5,2020-07-06,23,TRUE,766.822,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A01","4577","19A0086",210,"20","Experimental","Kernel",1,"97",93,"1",4,2020-07-01,13,TRUE,467.635,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B01","4577","19A0079",223,"20","Experimental","Kernel",2,"98",94,"1",5,2020-07-06,17,TRUE,895.019,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C01","4577","19A0433",255,"20","Experimental","Kernel",3,"99",95,"1",4,2020-06-30,16,TRUE,1276.614,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D01","4577","19A0070",228,"20","Experimental","Kernel",4,"100",96,"1",4,2020-07-02,19,TRUE,1141.963,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E01","4577","19A0428",156,"20","Experimental","Kernel",5,"101",97,"2",6,2020-07-19,3,FALSE,156.234,0,20
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F01","4577","19A0333",210,"20","Experimental","Kernel",6,"102",98,"2",6,2020-07-19,23,TRUE,324.303,7,13
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G01","4577","19A0312",214,"20","Experimental","Kernel",7,"103",99,"2",6,2020-07-19,12,TRUE,306.484,6,14
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","H01","4577","19A0438",297,"20","Experimental","Kernel",8,"104",100,"1",1,2020-03-15,17,TRUE,1981.516,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A02","4577","19A0370",216,"20","Experimental","Kernel",9,"105",101,"1",6,2020-07-16,11,TRUE,864.649,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B02","4577","19A0273",214,"20","Experimental","Kernel",10,"106",102,"2",7,2020-07-21,8,TRUE,535.265,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C02","4577","19A0059",220,"20","Experimental","Kernel",11,"107",103,"1",5,2020-07-06,19,TRUE,734.769,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D02","4577","19A0139",224,"20","Experimental","Kernel",12,"108",104,"1",5,2020-07-07,24,TRUE,899.173,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E02","4577","19A0360",221,"20","Experimental","Kernel",13,"109",105,"1",2,2020-06-22,6,TRUE,633.127,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F02","4577","19A0365",212,"20","Experimental","Kernel",14,"110",106,"2",7,2020-07-20,10,FALSE,212.067,0,20
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G02","4577","19A0439",287,"20","Experimental","Kernel",15,"111",107,"1",1,2020-03-12,7,TRUE,1915.716,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","H02","4577","19A0367",214,"20","Experimental","Kernel",16,"112",108,"1",5,2020-07-07,2,TRUE,715.031,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A03","4577","19A0423",221,"20","Experimental","Kernel",17,"113",109,"1",1,2020-03-15,24,TRUE,2217.791,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B03","4577","19A0103",223,"20","Experimental","Kernel",18,"114",110,"1",2,2020-06-22,7,TRUE,559.606,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C03","4577","Pos_Control",200,"20","Pos_Control","Kernel",19,"115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D03","4577","19A0403",208,"20","Experimental","Kernel",20,"116",111,"1",6,2020-07-08,24,TRUE,694.569,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E03","4577","19A0252",213,"20","Experimental","Kernel",21,"117",112,"1",5,2020-07-06,20,TRUE,609.888,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F03","4577","19A0296",232,"20","Experimental","Kernel",22,"118",113,"1",2,2020-06-21,4,TRUE,665.461,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G03","4577","19A0395",220,"20","Experimental","Kernel",23,"119",114,"1",5,2020-07-08,7,TRUE,881.346,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","H03","4577","19A0267",201,"20","Experimental","Kernel",24,"120",115,"1",4,2020-06-30,8,TRUE,504.649,12,8
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A04","4577","19A0447",212,"20","Experimental","Kernel",25,"121",116,"1",5,2020-07-07,9,TRUE,302.969,6,14
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B04","4577","19A0300",209,"20","Experimental","Kernel",26,"122",117,"1",4,2020-07-02,13,TRUE,599.845,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C04","4577","19A0227",222,"20","Experimental","Kernel",27,"123",118,"1",6,2020-07-08,23,TRUE,890.95,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D04","4577","19A0049",202,"20","Experimental","Kernel",28,"124",119,"1",6,2020-07-09,21,TRUE,675.951,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E04","4577","19A0118",204,"20","Experimental","Kernel",29,"125",120,"2",6,2020-07-19,16,TRUE,1022.869,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F04","4577","19A0113",222,"20","Experimental","Kernel",30,"126",121,"1",1,2020-03-15,7,TRUE,2227.084,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G04","4577","19A0020",221,"20","Experimental","Kernel",31,"127",122,"1",4,2020-07-01,15,TRUE,1105.079,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","H04","4577","19A0131",225,"20","Experimental","Kernel",32,"128",123,"1",1,2020-03-15,11,TRUE,2256.449,18,2
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A05","4577","19A0247",232,"20","Experimental","Kernel",33,"129",124,"1",3,2020-06-29,1,TRUE,663.466,13,7
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B05","4577","19A0378",237,"20","Experimental","Kernel",34,"130",125,"1",3,2020-06-29,16,TRUE,791.429,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C05","4577","19A0053",237,"20","Experimental","Kernel",35,"131",126,"2",7,2020-07-20,19,TRUE,950.326,15,5
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D05","4577","19A0287",233,"20","Experimental","Kernel",36,"132",127,"2",7,2020-07-21,21,TRUE,777.193,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E05","4577","19A0392",203,"20","Experimental","Kernel",37,"133",128,"2",7,2020-07-21,14,TRUE,406.709,10,10
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F05","4577","19A0229",241,"20","Experimental","Kernel",38,"134",129,"1",2,2020-06-21,17,TRUE,1209.552,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G05","4577","19A0153",258,"20","Experimental","Kernel",39,"135",130,"1",2,2020-06-18,12,TRUE,1293.626,16,4
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","H05","4577","19A0126",256,"20","Experimental","Kernel",40,"136",131,"1",6,2020-07-09,13,TRUE,1713.146,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","A06","4577","19A0162",209,"20","Experimental","Kernel",41,"137",132,"1",4,2020-07-05,10,TRUE,465.561,11,9
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","B06","4577","19A0346",258,"20","Experimental","Kernel",42,"138",133,"1",1,2020-03-15,2,TRUE,1721.352,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","C06","4577","19A0123",206,"20","Experimental","Kernel",43,"139",134,"2",6,2020-07-16,12,TRUE,258.188,4,16
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","D06","4577","19A0349",233,"20","Experimental","Kernel",44,"140",135,"1",2,2020-06-18,16,TRUE,1556.674,17,3
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","E06","4577","19A0302",219,"20","Experimental","Kernel",45,"141",136,"1",3,2020-06-29,22,TRUE,730.057,14,6
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","F06","4577","19A0376",207,"20","Experimental","Kernel",46,"142",137,"1",4,2020-07-05,9,TRUE,376.397,9,11
"SweetCornRNAseqExp","jmh579@cornell.edu","SC_RNA_02","G06","4577","19A0072",209,"20","Experimental","Kernel",47,"143",138,"2",7,2020-07-21,5,TRUE,299.175,6,14
